artist,song,genre,year,danceability,energy,duration_ms,explicit,,,,,,,,,
Halsey,"Wanksta - From ""8 Mile"" Soundtrack","rock, pop, metal",2013,0.8105905637939471,0.8101059576585375,239292,FALSE,,,,,,,,,
Wiz Khalifa,My Way,"pop, easy listening, jazz",2007,0.7755081736224152,0.5849262818365055,220593,TRUE,,,,,,,,,
Dave,Can't Feel My Face,"World/Traditional, pop",2015,0.6568839008186286,0.8968592504718784,244921,TRUE,,,,,,,,,
Tyga,Chill Bill (feat. J. Davi$ & Spooks),"World/Traditional, rock, pop",2011,0.6573358038930088,0.961299248,264550,FALSE,,,,,,,,,
Lauv,What's Left Of Me,"country, latin",2006,0.48566480400699186,0.7747301830653381,246878,TRUE,,,,,,,,,
Lady A,It's Over Now,"pop, R&B, Dance/Electronic",2011,0.6281358279332019,0.8113184246257052,234690,FALSE,,,,,,,,,
Camila Cabello,Feel This Moment (feat. Christina Aguilera),"World/Traditional, rock, pop",2016,0.8435253362329286,0.5438080972167381,260380,TRUE,,,,,,,,,
Toni Braxton,Get Ur Freak On,"Folk/Acoustic, pop",2005,0.8036766971225417,0.7178088080680667,239210,TRUE,,,,,,,,,
Jay Sean,Worth It (feat. Kid Ink),"World/Traditional, rock, pop",2007,0.5040660665248013,0.5323690502402985,257024,FALSE,,,,,,,,,
Pitbull,Jocelyn Flores,"hip hop, rock, pop",2012,0.58930382,0.6935800846474671,197989,FALSE,,,,,,,,,
Elvis Presley,Let Me Love You,metal,2017,0.7787523973168504,0.7246343665066032,267262,FALSE,,,,,,,,,
Charli Baltimore,Vaina Loca,"pop, rock, metal",2004,0.6813405032012965,0.5532509242228203,278005,TRUE,,,,,,,,,
Room 5,Intro,"pop, easy listening, jazz",2005,0.40767239075640727,0.605107205,227537,TRUE,,,,,,,,,
MK,Rocketeer,"rock, blues",2009,0.705461728,0.5850480119378805,203965,FALSE,,,,,,,,,
Juanes,Hella Good,"World/Traditional, pop, Folk/Acoustic",2017,0.6123709152382233,0.914974244,192988,TRUE,,,,,,,,,
Hot Chelle Rae,Boom Boom Pow,country,2004,0.6233243268631046,0.8428601136998892,215825,FALSE,,,,,,,,,
Nico & Vinz,Shut Up and Let Me Go,"pop, latin",2007,0.6614978721502504,0.8205156138846319,238081,TRUE,,,,,,,,,
Three Days Grace,Lose Yourself to Dance (feat. Pharrell Williams),easy listening,2016,0.7625536490100461,0.5040370465966308,243475,TRUE,,,,,,,,,
Junior Senior,Waiting All Night (feat. Ella Eyre),"World/Traditional, rock, pop",2003,0.5452693854725861,0.6510240779818252,212724,FALSE,,,,,,,,,
Bow Wow,My Prerogative,easy listening,2012,0.44841310425417424,0.6150836997810627,258532,TRUE,,,,,,,,,
Macklemore,Don't Wake Me Up,"hip hop, country",2016,0.680048452,0.842713967,265742,FALSE,,,,,,,,,
Britney Spears,The Edge Of Glory,"rock, pop, Dance/Electronic",2005,0.66504034,0.7620554904793815,188639,TRUE,,,,,,,,,
Liberty X,Hymn for the Weekend,"hip hop, R&B",2011,0.5853492801131946,0.8490978339430155,256386,TRUE,,,,,,,,,
Mary J. Blige,Clint Eastwood,"hip hop, pop, rock",2022,0.71131151,0.3860350003512882,220675,TRUE,,,,,,,,,
Stromae,"break up with your girlfriend, i'm bored","rock, blues, latin",2003,0.6894217241535138,0.5378296742355662,239350,TRUE,,,,,,,,,
Dennis Lloyd,Music (feat. Marvin Gaye),"World/Traditional, pop, Folk/Acoustic",2012,0.6331645794395085,0.8642438665987394,217345,TRUE,,,,,,,,,
Afroman,Diamonds From Sierra Leone - Remix,"pop, R&B, Dance/Electronic",2015,0.6345681554955748,0.8070943855589295,114442,FALSE,,,,,,,,,
Jay Sean,Save The World,country,2005,0.7006577784146213,0.701209287,252105,FALSE,,,,,,,,,
Mis-Teeq,You Found Me,latin,2016,0.8790889579217493,0.7372602735467709,264281,FALSE,,,,,,,,,
Fatman Scoop,Good Feeling,rock,1993,0.6827487892305115,0.5723623390280013,221226,TRUE,,,,,,,,,
Alexandra Stan,The Boy Does Nothing,"hip hop, pop, latin",2019,0.5142190364524706,0.5591612478844632,281311,FALSE,,,,,,,,,
Gigi D'Agostino,"Lose Yourself - From ""8 Mile"" Soundtrack","hip hop, rock, pop",2006,0.8259887441646604,0.6932149720831156,225550,TRUE,,,,,,,,,
Blanco Brown,Savin' Me,"rock, classical",2007,0.763629346,0.8474609611108816,251141,FALSE,,,,,,,,,
Big Brovaz,I'm Outta Love - Radio Edit,pop,2011,0.5909054105612184,0.8000397656875994,210508,FALSE,,,,,,,,,
Petey Pablo,I Predict A Riot,"hip hop, pop",2003,0.5589802155825655,0.7727445629756159,270509,FALSE,,,,,,,,,
DJ Snake,gone girl,pop,2018,0.6860954071592708,0.6506351655200193,269404,TRUE,,,,,,,,,
Nico & Vinz,F**kin' Perfect,R&B,1994,0.8194303583703931,0.6361381178460155,252463,TRUE,,,,,,,,,
fun.,Ready or Not,"hip hop, latin, Dance/Electronic",2004,0.578557521,0.47610979384411367,157092,TRUE,,,,,,,,,
DJ Khaled,Every Teardrop Is a Waterfall,"hip hop, R&B",2008,0.5104206753530001,0.7344839554673419,211645,TRUE,,,,,,,,,
Nick Jonas,We Are Young (feat. Janelle Monáe),"rock, Folk/Acoustic, pop",2015,0.6796524574156115,0.6700598389677369,206284,TRUE,,,,,,,,,
Shaggy,Wish You Well,"rock, pop, metal",2015,0.7234538436227019,1.0224613457826774,222525,FALSE,,,,,,,,,
Milky Chance,NO,"rock, pop",2009,0.7281855383748139,0.7966955507792566,205080,TRUE,,,,,,,,,
blink-182,Soltera - Remix,"hip hop, pop, rock",2003,0.6038011364862557,0.6722175316444604,165960,FALSE,,,,,,,,,
Maggie Lindemann,Suddenly I See,"hip hop, Dance/Electronic",2010,0.8866595571115999,0.7170885666327409,207731,FALSE,,,,,,,,,
Kelly Rowland,Symphony (feat. Zara Larsson),"rock, pop",2010,0.3586322909585431,0.7831143417306896,214176,FALSE,,,,,,,,,
Tom Jones,"break up with your girlfriend, i'm bored","hip hop, pop, Dance/Electronic",2010,0.9025625886895552,0.6064730292024326,209053,TRUE,,,,,,,,,
Geri Halliwell,I'm a Slave 4 U,"hip hop, pop",2018,0.665649527,0.6613345374670402,199720,TRUE,,,,,,,,,
Stormzy,Dancing With A Stranger (with Normani),"rock, metal",2011,0.7929978434984479,0.5309977192382644,264089,FALSE,,,,,,,,,
Infernal,Blurry,"hip hop, pop, rock",2004,1.1586952551194427,0.7249994386043682,270467,TRUE,,,,,,,,,
AJ Tracey,My Love Is Like...Wo - Main Mix,"World/Traditional, pop, Folk/Acoustic",2003,0.45277612229097164,0.5770915703570807,193546,TRUE,,,,,,,,,
LeAnn Rimes,Best I Ever Had,"hip hop, pop, Dance/Electronic",2009,0.6977915166787574,0.7086873618441017,197163,FALSE,,,,,,,,,
Akon,Thank You,"rock, pop, metal, Dance/Electronic",2012,0.6660450875651729,0.7130525378579238,273464,TRUE,,,,,,,,,
The Kooks,Final Song,"pop, Dance/Electronic",2006,0.7302320936730617,0.7270717022239741,300357,TRUE,,,,,,,,,
Musiq Soulchild,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","hip hop, pop, rock",2002,0.5419910428638979,0.831213799,219927,TRUE,,,,,,,,,
Tinchy Stryder,Man's Not Hot,"World/Traditional, pop, Folk/Acoustic",2002,0.7230681404237006,0.7247261102002114,283701,TRUE,,,,,,,,,
B Young,Cross Me (feat. Chance the Rapper & PnB Rock),easy listening,2004,0.5905665211036941,0.8158467898317643,249038,FALSE,,,,,,,,,
Agnes,I Need Your Love (feat. Ellie Goulding),R&B,2011,0.8733730585734025,0.6682160983873233,259113,TRUE,,,,,,,,,
Joe,Nu Flow,"World/Traditional, pop, Folk/Acoustic",2005,0.8432443093672668,0.5889685688779436,249080,TRUE,,,,,,,,,
6ix9ine,Higher,"hip hop, rock, pop",2017,0.8551555187050207,0.5151736901889366,190725,TRUE,,,,,,,,,
Lil' Kim,How We Do (Party),"rock, easy listening",2011,0.7974513686664078,1.0283120515990782,256241,TRUE,,,,,,,,,
Chord Overstreet,Hung Up,"hip hop, R&B",2008,0.8439025365601841,0.8401800497182085,243363,TRUE,,,,,,,,,
Lunay,New Divide,"country, latin",2015,0.8377813431296601,0.5982086505496587,198814,TRUE,,,,,,,,,
Panjabi MC,Amazing,"World/Traditional, pop, Folk/Acoustic",2008,0.6999952325098434,0.6225215871536298,246790,TRUE,,,,,,,,,
Nick Jonas,Wings,hip hop,2015,0.8079793140642731,0.806104573,174038,TRUE,,,,,,,,,
Selena Gomez & The Scene,Diamonds From Sierra Leone - Remix,hip hop,2010,0.5922420905170722,0.7937292181355704,264977,FALSE,,,,,,,,,
The Lumineers,That's My Goal,Dance/Electronic,2008,0.9686745581794103,0.8761638693925782,287854,TRUE,,,,,,,,,
The Neighbourhood,Wait (The Whisper Song),"rock, Folk/Acoustic, easy listening",2029,0.5206665414917344,0.5153973040084563,220135,TRUE,,,,,,,,,
Five,Unwritten,"rock, blues",2004,0.4602291122218388,0.7167143145874837,266991,TRUE,,,,,,,,,
Jason Derulo,Story of My Life,"pop, rock, Folk/Acoustic",2006,0.6340739509093763,0.650524171,199295,FALSE,,,,,,,,,
Blu Cantrell,Bed Of Lies,"pop, rock",2008,0.860366611,0.6105192796865854,219682,TRUE,,,,,,,,,
Fetty Wap,Do I Wanna Know?,"pop, rock, Folk/Acoustic",2004,0.7119670794512997,0.5061850153150937,192052,TRUE,,,,,,,,,
blackbear,Baby,latin,2002,0.6991602761454259,0.9059716626461647,193472,FALSE,,,,,,,,,
Carly Rae Jepsen,Little Dark Age,"hip hop, Dance/Electronic",2008,0.6740189775973997,0.571349547,332152,TRUE,,,,,,,,,
MiMS,Like You (feat. Ciara),R&B,2008,0.4753403620796024,0.8261968627204063,248663,FALSE,,,,,,,,,
Naughty Boy,Rather Be (feat. Jess Glynne),"rock, easy listening",2008,0.4914874861835271,0.8269615595313988,224716,TRUE,,,,,,,,,
Tinchy Stryder,Stronger (What Doesn't Kill You),metal,1999,0.5032393593885434,0.7697076470334383,271969,FALSE,,,,,,,,,
Sech,Say My Name,"hip hop, pop, country",2019,0.7365209316321316,0.7788595124984135,269910,TRUE,,,,,,,,,
Felix Jaehn,Lollipop,"hip hop, pop, Dance/Electronic",2004,0.5887122623632488,0.6137124426877644,271807,TRUE,,,,,,,,,
The xx,Human,"hip hop, country",2014,0.8985353833422484,0.7268093746051916,190366,FALSE,,,,,,,,,
Taylor Swift,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"World/Traditional, rock",2018,0.8059482998753751,0.5783600855477855,182666,TRUE,,,,,,,,,
The Vamps,I Bet You Look Good On The Dancefloor,"hip hop, country",2012,0.653559031,0.7960457443581043,159589,FALSE,,,,,,,,,
Asher Roth,Far Away,"pop, easy listening, Dance/Electronic",2009,0.46112410511396457,0.7576740753642498,244547,FALSE,,,,,,,,,
Bazzi,Ride It,"Folk/Acoustic, rock, pop",2014,0.7206757654195538,0.5007315656715706,222201,TRUE,,,,,,,,,
Lumidee,Powerglide (feat. Juicy J) - From SR3MM,"World/Traditional, pop",2009,0.7757807502998246,0.9317053423404222,232305,TRUE,,,,,,,,,
James Blunt,Save The World,"rock, easy listening",2016,0.5671953981078139,0.8188204257692658,274425,TRUE,,,,,,,,,
Mr. Probz,Adventure of a Lifetime,"rock, Dance/Electronic",2017,0.6210205453241003,0.7735964644782811,244757,TRUE,,,,,,,,,
Cam’ron,Someone Like You,country,2016,0.6976374556545369,0.961792336,228623,FALSE,,,,,,,,,
Alexandra Stan,Get It Poppin' (feat. Nelly) - Radio Version,"World/Traditional, Folk/Acoustic",2002,0.8267461774510084,0.9317718460508531,201640,TRUE,,,,,,,,,
Mark Ronson,Same Old Love,"hip hop, pop, Dance/Electronic",2012,0.6750978809587515,0.881401396,231215,TRUE,,,,,,,,,
Taylor Swift,Lips Of An Angel,"World/Traditional, pop",2010,0.85293598,0.551598735,239377,TRUE,,,,,,,,,
Twenty One Pilots,I Don't Feel Like Dancin',"rock, classical",2019,0.5890177183463344,0.7523805538778883,166452,TRUE,,,,,,,,,
Modjo,Raise Your Glass,"World/Traditional, rock",2011,0.5346882754583342,0.5954014363415167,221122,TRUE,,,,,,,,,
David Archuleta,Cake By The Ocean,"pop, Dance/Electronic",2010,0.7276440231292645,0.779226921,247647,TRUE,,,,,,,,,
Madcon,2002,"hip hop, pop, Dance/Electronic",2008,0.6790434882251863,0.7518846267634686,196251,TRUE,,,,,,,,,
Sak Noel,Trick Me,"country, latin",2017,0.5945025823852568,0.897916893,237047,TRUE,,,,,,,,,
Route 94,Feel This Moment (feat. Christina Aguilera),"hip hop, pop, latin",2001,0.5539337599896936,0.5982565612890428,211423,TRUE,,,,,,,,,
Robin Thicke,Loverboy,"pop, easy listening, jazz",2005,0.5152209183619987,0.8789153836853103,197062,TRUE,,,,,,,,,
Cher Lloyd,One Minute Man (feat. Ludacris),"pop, rock, Dance/Electronic",2003,0.6390146230620061,0.5983424653931435,276339,TRUE,,,,,,,,,
Staind,Worth It (feat. Kid Ink),"hip hop, pop, R&B, Dance/Electronic",2015,0.7179403493050265,0.7127184490204159,167613,TRUE,,,,,,,,,
Ozuna,17,"hip hop, pop, R&B, latin",2003,0.6828598952546223,0.609385986,262257,FALSE,,,,,,,,,
Modjo,C'Mon,"country, latin",2014,0.664354733,0.4222449416286418,154990,TRUE,,,,,,,,,
Blu Cantrell,Sweet Nothing (feat. Florence Welch),"pop, latin",2003,0.6612771861499895,0.730421114,193389,TRUE,,,,,,,,,
Neon Trees,Cool Girl,pop,2006,0.4614897873703623,0.6292643225062698,235483,TRUE,,,,,,,,,
Demi Lovato,Heart Attack,"rock, Folk/Acoustic, easy listening",2016,0.4631901047376522,0.5959378794594276,197143,TRUE,,,,,,,,,
Adele,All In My Head (Flex) (feat. Fetty Wap),"pop, R&B",2011,0.6028043597345742,0.7162380081266221,218432,TRUE,,,,,,,,,
The Rasmus,Treat You Better,Dance/Electronic,2015,0.403605663,0.5866188376719147,168070,FALSE,,,,,,,,,
Selena Gomez & The Scene,Put That Woman First,"rock, pop, metal, Dance/Electronic",2006,0.7133197307411658,0.7060915765326952,277096,FALSE,,,,,,,,,
Mariah Carey,I Know What You Did Last Summer,"pop, rock, metal",2010,0.4605658983002425,0.9482010906239606,193527,TRUE,,,,,,,,,
Garrett Nash,Gasolina,rock,2017,0.758003091,0.662714506,185120,FALSE,,,,,,,,,
Debelah Morgan,Congratulations,pop,2009,0.9276053682293681,0.983885927,280629,TRUE,,,,,,,,,
Professor Green,Ayo Technology,"pop, easy listening, jazz",1999,0.5733105313661399,0.7393384648296254,239234,FALSE,,,,,,,,,
Otto Knows,Middle,"rock, blues",2010,0.5493682713535728,0.6142886291911571,215689,TRUE,,,,,,,,,
Starley,About You Now,"pop, easy listening, Dance/Electronic",2013,0.6315992560209333,0.6887808660367257,138418,TRUE,,,,,,,,,
Skrillex,Levels - Radio Edit,"rock, classical",2005,0.5164951959107554,0.7987056555776599,228351,TRUE,,,,,,,,,
Tamia,Try Again,"World/Traditional, hip hop",2013,0.6293519310654724,0.8421711943323212,211044,FALSE,,,,,,,,,
All Saints,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),"pop, rock, Dance/Electronic",2003,0.7767586639595739,0.44874450702839036,209089,TRUE,,,,,,,,,
Jimmy Eat World,Seven Nation Army,"World/Traditional, rock, pop",2006,0.6635267243213558,0.6403484282989437,279043,FALSE,,,,,,,,,
The Streets,Sexy And I Know It,"pop, easy listening, jazz",2013,0.6889192568941105,0.7644655761199782,287926,TRUE,,,,,,,,,
blackbear,Buttons,"World/Traditional, hip hop",2008,0.9821180929259887,0.5330191756864708,235985,TRUE,,,,,,,,,
Ciara,Just Hold On,"pop, rock, metal",1999,0.7249985666322396,0.6620643766389968,251097,TRUE,,,,,,,,,
Wiz Khalifa,Let's Dance - Radio Edit,"pop, Folk/Acoustic",2012,0.6945265964121005,0.521654829,296513,TRUE,,,,,,,,,
MKTO,Something Just Like This,"World/Traditional, Folk/Acoustic",2007,0.7278058817190232,0.9241131519502135,218718,TRUE,,,,,,,,,
Two Door Cinema Club,All Rise,"rock, blues, latin",2011,0.8099130054261731,0.7004477950639931,178340,TRUE,,,,,,,,,
David Banner,Animals,"pop, R&B",2007,0.7316629109601608,0.5567259545337901,210520,TRUE,,,,,,,,,
Sean Paul,Drops of Jupiter (Tell Me),"pop, easy listening, jazz",2005,0.671142737,0.6683254188400131,224681,FALSE,,,,,,,,,
Lil Tecca,Everytime We Touch - Radio Edit,"Folk/Acoustic, rock, pop",2010,0.46510356460276936,0.42965804788029466,233560,FALSE,,,,,,,,,
Sophie Ellis-Bextor,Circles,"pop, easy listening, jazz",2014,0.692223082,0.6953566035659714,171240,FALSE,,,,,,,,,
FINNEAS,Lose Control (feat. Ciara & Fat Man Scoop),"pop, latin",2017,0.7128410442205275,0.6971032208865596,262394,TRUE,,,,,,,,,
Nelly,"Dance, Dance",rock,2007,0.6494688331664242,0.5096774035607907,176479,TRUE,,,,,,,,,
benny blanco,No Promises,"hip hop, R&B",1998,0.7124154836397242,0.6951897439470978,220444,FALSE,,,,,,,,,
Lumidee,Your Love Is My Drug,"country, latin",2018,0.7911302498852936,0.8293825910535981,232683,TRUE,,,,,,,,,
Just Jack,Here,"hip hop, pop",2000,0.37041686326769524,0.3944790153787617,222255,TRUE,,,,,,,,,
Estelle,Dance Again,easy listening,2006,0.6200477153475198,0.8515931556186278,225662,TRUE,,,,,,,,,
Staind,Days Go By,"rock, Dance/Electronic",2011,0.5006514107844174,0.8124943243594398,240884,TRUE,,,,,,,,,
P.O.D.,Don't Wanna Try,"pop, latin",2022,0.8838641880904535,0.860288915,209242,TRUE,,,,,,,,,
Cher Lloyd,"Steady, As She Goes","rock, pop, Dance/Electronic",2010,0.8374690207163381,0.578015414,268896,TRUE,,,,,,,,,
MKTO,Thunder in My Heart Again (Radio Edit),"rock, easy listening",2013,0.4861894000344763,0.91746289,164595,TRUE,,,,,,,,,
The Neighbourhood,Oops!...I Did It Again,"pop, country",2014,0.4073977313817853,0.5999522362078015,258166,TRUE,,,,,,,,,
6ix9ine,Ready For Your Love,easy listening,2007,0.6395004465011703,0.7154462114641427,187412,TRUE,,,,,,,,,
Polo G,When You're Gone,"pop, rock",2004,0.8200751623088072,0.8438903888253593,178676,TRUE,,,,,,,,,
Astrid S,Animals - Radio Edit,"pop, rock",2014,0.6776313772997565,0.9245728414773646,262388,TRUE,,,,,,,,,
James Blunt,Take Me To Church,"rock, R&B, Folk/Acoustic, pop",2008,0.7422073559162294,0.44593645214335315,249896,TRUE,,,,,,,,,
Eamon,Savin' Me,"hip hop, pop, R&B, latin",2014,0.7153422968631594,0.901572798,270299,FALSE,,,,,,,,,
Bazzi,Whistle,"hip hop, pop, R&B, Dance/Electronic",2009,0.9681685151964887,0.627060591,175023,TRUE,,,,,,,,,
Chord Overstreet,The Jump Off (feat. Mr. Cheeks) - Remix,"hip hop, pop",2009,0.602381791,0.6649335280375971,254629,TRUE,,,,,,,,,
D12,Here,set(),2007,0.581954555,0.8138690038197585,238760,FALSE,,,,,,,,,
3 Doors Down,My Humps,"pop, latin",2007,0.786586816,0.7097804781995833,216137,TRUE,,,,,,,,,
Alex Clare,Dangerous Woman,"World/Traditional, hip hop",2017,0.5197946794147722,0.8121702166824858,250264,TRUE,,,,,,,,,
Petit Biscuit,Heaven,"Folk/Acoustic, pop",2002,0.7860650171136333,0.6728279282489276,263994,TRUE,,,,,,,,,
Jay Rock,I Turn To You,"pop, latin",2007,0.6506752462534652,0.5977936940427753,246644,TRUE,,,,,,,,,
Rudimental,I Love It (feat. Charli XCX),easy listening,2014,0.5849256557734294,0.47332176472483944,254447,FALSE,,,,,,,,,
Guy Sebastian,I'm On One,"hip hop, pop, R&B",2010,0.3872816829431075,0.5535364391912093,202779,FALSE,,,,,,,,,
Lily Allen,Party Rock Anthem,"pop, rock, Dance/Electronic",2001,0.5942691129701624,0.70294241,210183,TRUE,,,,,,,,,
Kings of Leon,Hotter Than Hell,"hip hop, pop, R&B, latin",2009,0.5643438480511581,0.6716671088608792,237214,TRUE,,,,,,,,,
Case,Style,country,2000,0.4455166377913723,0.7263437334201047,241480,TRUE,,,,,,,,,
Jax Jones,One Call Away,"hip hop, country",2008,0.7960633250484761,0.7029078410804922,210224,TRUE,,,,,,,,,
Meek Mill,Read Your Mind,"rock, pop, Dance/Electronic",2005,0.5517061451350208,0.8515615747142807,215364,TRUE,,,,,,,,,
Amerie,Spinning Around,"pop, R&B, easy listening",2014,0.6787553527095772,0.7167210448690386,225786,TRUE,,,,,,,,,
The Kooks,Just A Little,"rock, blues",1999,0.6010830401397815,0.7428554561953623,186675,TRUE,,,,,,,,,
Scissor Sisters,Hollaback Girl,set(),2002,0.6791723479311789,1.0214594279676912,331826,TRUE,,,,,,,,,
Jonas Blue,Golden Skans,"World/Traditional, rock",2019,0.6612679848441829,0.66267945,149854,TRUE,,,,,,,,,
Savage Garden,I'm N Luv (Wit a Stripper) (feat. Mike Jones),"rock, blues",2006,0.5640385043266101,0.8233566107927454,263890,FALSE,,,,,,,,,
Estelle,Turn Up the Music,Dance/Electronic,2012,0.7632615527094011,0.4059669679046148,248532,TRUE,,,,,,,,,
Joel Corry,IDGAF,set(),2016,0.7234546249998954,0.8708429545165215,303953,TRUE,,,,,,,,,
Joe,The Real Slim Shady,"rock, metal",2008,1.0693196422938545,0.6169118021203468,261757,TRUE,,,,,,,,,
Keri Hilson,Answerphone (feat. Yxng Bane),"pop, country",2011,0.8099905960456697,0.9121376326104003,238257,TRUE,,,,,,,,,
Kesha,Flames,"World/Traditional, pop",2007,0.5175991678992435,0.677290514,327024,TRUE,,,,,,,,,
MIKA,Whatever It Takes,"rock, classical",2007,0.7548448961620383,0.7290179714785143,256363,TRUE,,,,,,,,,
Joel Corry,Better Than Me,"hip hop, latin, Dance/Electronic",2021,0.47065379866165113,0.523055148,261276,TRUE,,,,,,,,,
Logic,Play,"World/Traditional, Folk/Acoustic",2010,0.48172521221625464,0.7159223221573501,264212,FALSE,,,,,,,,,
Erykah Badu,What's My Name?,"hip hop, rock, pop",2003,0.6172197796127132,0.7294264719865557,197740,FALSE,,,,,,,,,
S Club 7,My Boo,"hip hop, pop, rock",2005,0.7270856444244538,0.6726093221066766,241900,TRUE,,,,,,,,,
Kaiser Chiefs,Lush Life,"pop, rock, Dance/Electronic",2017,0.8076661120963623,0.6137039858401826,223193,TRUE,,,,,,,,,
LeAnn Rimes,Magnolia,"rock, pop, Dance/Electronic",2007,0.728622793,0.6928036746982308,222129,FALSE,,,,,,,,,
Migos,Lose Yourself to Dance (feat. Pharrell Williams),"hip hop, pop, Dance/Electronic",2010,0.706639395,0.7640384831610577,235774,TRUE,,,,,,,,,
J Balvin,"Sit Still, Look Pretty","rock, pop, metal, Dance/Electronic",2008,0.5812111939102917,0.8767933218008679,286824,TRUE,,,,,,,,,
MGMT,gone girl,"rock, metal",2006,0.49706890380483143,0.9272425124860195,200800,TRUE,,,,,,,,,
Truth Hurts,Complicated,country,2011,0.6700232680012107,0.6080289776214186,265081,TRUE,,,,,,,,,
Lilly Wood and The Prick,She Wolf,"Folk/Acoustic, rock, pop",2009,0.6304750597350286,0.7940949183346664,268860,TRUE,,,,,,,,,
Maroon 5,Sex,"pop, Dance/Electronic",2011,0.5235209453092351,0.9254851293897534,197422,TRUE,,,,,,,,,
Ashanti,Country Grammar (Hot Shit),"rock, pop, metal, Dance/Electronic",2005,0.6464461113781305,0.8302904395559721,194018,FALSE,,,,,,,,,
Panjabi MC,Clumsy,"Folk/Acoustic, rock",2014,0.7522132813797848,0.597277584,277781,TRUE,,,,,,,,,
Nicky Jam,X,"pop, R&B, Dance/Electronic",2010,0.7245041008825303,0.7118340491802413,220240,TRUE,,,,,,,,,
Grimes,I Kissed A Girl,set(),2022,0.6666538045733121,0.5633434670106269,236477,TRUE,,,,,,,,,
Wayne Wonder,Girls Like (feat. Zara Larsson),"pop, rock, metal",2006,0.508941449,0.7602301319531234,166071,TRUE,,,,,,,,,
DMX,No More (Baby I'ma Do Right),"pop, rock, Folk/Acoustic",2015,0.6356048958761086,0.5222277977439805,210770,TRUE,,,,,,,,,
Usher,It's Gonna Be Me,latin,2018,0.5763458628242346,0.45314305784004527,228526,TRUE,,,,,,,,,
Avicii,Turn Me On (feat. Nicki Minaj),"pop, latin",2004,0.5920909585305805,0.503712448,218168,TRUE,,,,,,,,,
Beyoncé,Always On Time,"pop, easy listening, jazz",2015,0.694393103,0.6784216769979858,233134,TRUE,,,,,,,,,
Joel Adams,Holidae In,"pop, rock",2012,0.8485374084096509,0.627632931,192698,TRUE,,,,,,,,,
Frankie J,Wild Ones (feat. Sia),"Folk/Acoustic, rock",2022,0.6309072367297923,0.628230064,211087,TRUE,,,,,,,,,
Audioslave,Let's Go (feat. Ne-Yo),"pop, rock, metal",2013,0.6996039818436552,0.4949174876188249,249146,TRUE,,,,,,,,,
JoJo,Run It! (feat. Juelz Santana),"pop, easy listening, Dance/Electronic",2010,0.7328667035263541,0.7474627315541655,234181,FALSE,,,,,,,,,
Panic! At The Disco,Don't Wake Me Up,Dance/Electronic,2011,0.5896594605377956,0.5029620245778599,266594,FALSE,,,,,,,,,
Foo Fighters,Break Free,"rock, pop, metal, Dance/Electronic",2019,0.6693161841980847,0.6303608060289353,247588,TRUE,,,,,,,,,
benny blanco,I Just Wanna Love U (Give It 2 Me),"rock, Folk/Acoustic, easy listening",1999,0.6876685310753052,0.7006207960428611,206085,TRUE,,,,,,,,,
Alanis Morissette,Something Kinda Ooooh,"World/Traditional, rock",2011,0.5532543090124257,0.8062794481146847,238753,TRUE,,,,,,,,,
Pretty Ricky,Wow.,"rock, Folk/Acoustic, pop",2006,0.6291107620976631,0.7691185766715452,196026,FALSE,,,,,,,,,
Sonique,Love Machine,"World/Traditional, hip hop",1997,0.6568917168035981,0.6317581672097276,252679,FALSE,,,,,,,,,
Mac Miller,Bailando - Spanish Version,"pop, rock, metal",2013,0.5407997513887597,0.5829502463942402,228177,TRUE,,,,,,,,,
Las Ketchup,Perfect,"hip hop, pop, country",2007,0.6945971426513281,0.8184843419923395,198289,TRUE,,,,,,,,,
Peking Duk,Obsessed,latin,2011,0.7182667565499457,0.6029027495063171,231737,TRUE,,,,,,,,,
Chip,Through The Wire,"hip hop, pop, R&B",2017,0.6244265962813261,0.7304700145378955,244662,TRUE,,,,,,,,,
Pedro Capó,Headsprung,"Folk/Acoustic, pop",2011,0.7582975446413557,0.6849076125951057,266369,TRUE,,,,,,,,,
Bryson Tiller,Ms. New Booty,"hip hop, country",2009,0.4933259620019761,0.8511170596304021,249904,FALSE,,,,,,,,,
Truth Hurts,Throw It In The Bag,"hip hop, pop, Dance/Electronic",1999,0.6016459303355539,0.8746276040196137,232748,FALSE,,,,,,,,,
Alex & Sierra,Breezeblocks,"pop, rock, Folk/Acoustic",1999,0.6786689631606683,0.5886352086238622,251822,TRUE,,,,,,,,,
Toby Keith,With You,"rock, R&B, Folk/Acoustic, pop",2011,0.7957915484240814,0.5977969636572992,239691,TRUE,,,,,,,,,
Travis,lovely (with Khalid),"hip hop, country",2012,0.7879407602931402,0.7321547757821992,208472,TRUE,,,,,,,,,
Martin Garrix,Rain On Me,"rock, Folk/Acoustic, easy listening",2000,0.595771234,0.6988465,180059,TRUE,,,,,,,,,
Jax Jones,Midnight City,"hip hop, rock, pop",2023,0.5845192441920142,0.6898310493353786,302830,TRUE,,,,,,,,,
Kehlani,The Greatest (feat. Kendrick Lamar),"pop, country",2015,0.8126069174052668,0.4860307389704701,230236,TRUE,,,,,,,,,
